53,1202042524,53,116.48658,39.88153,53,53,1202042536,53,116.48658,39.88153,53
53,1202042536,53,116.48658,39.88153,53,53,1202042824,53,116.48658,39.88153,53
41,1202042420,41,116.2587,39.90965,41,41,1202042510,41,116.25868,39.91244,41
41,1202042510,41,116.25868,39.91244,41,41,1202042591,41,116.25866,39.91604,41
41,1202042591,41,116.25866,39.91604,41,41,1202042601,41,116.2588,39.91633,41
41,1202042601,41,116.2588,39.91633,41,41,1202042641,41,116.26402,39.91636,41
41,1202042641,41,116.26402,39.91636,41,41,1202042721,41,116.26921,39.91659,41
50,1202042680,50,116.32895,39.89601,50,49,1202042982,49,116.29075,39.89596,49
42,1202042613,42,116.31179,39.92067,42,42,1202042686,42,116.31157,39.92158,42
42,1202042686,42,116.31157,39.92158,42,42,1202042914,42,116.31976,39.92241,42
28,1202042460,28,116.41097,39.9943,28,28,1202042549,28,116.41108,39.99533,28
28,1202042549,28,116.41108,39.99533,28,28,1202042761,28,116.41068,39.98722,28
35,1202042569,35,116.39572,39.96858,35,35,1202042871,35,116.38881,39.95672,35
52,1202042447,52,116.41417,39.87196,52,51,1202042690,51,116.38089,39.86984,51
51,1202042690,51,116.38089,39.86984,51,51,1202042749,51,116.37021,39.86909,51
43,1202042522,43,116.38353,39.93193,43,43,1202042525,43,116.38357,39.93185,43
43,1202042525,43,116.38357,39.93185,43,43,1202042528,43,116.38378,39.93185,43
43,1202042528,43,116.38378,39.93185,43,43,1202042546,43,116.38548,39.93197,43
43,1202042546,43,116.38548,39.93197,43,43,1202042603,43,116.38725,39.93198,43
43,1202042603,43,116.38725,39.93198,43,43,1202042673,43,116.38988,39.93187,43
43,1202042673,43,116.38988,39.93187,43,43,1202042676,43,116.39,39.93173,43
43,1202042676,43,116.39,39.93173,43,43,1202042722,43,116.39025,39.92727,43
46,1202042408,46,116.50273,39.92345,46,45,1202042710,45,116.47924,39.92174,45
15,1202042493,15,116.58115,40.07159,15,15,1202042793,15,116.58198,40.07513,15
45,1202042421,45,116.45667,39.91744,45,45,1202042507,45,116.46402,39.9151,45
45,1202042507,45,116.46402,39.9151,45,45,1202042723,45,116.47845,39.91414,45
28,1202042617,28,116.3981,39.98872,28,28,1202042917,28,116.39811,39.98871,28
52,1202042491,52,116.41282,39.89102,52,44,1202042791,44,116.41663,39.90686,44
60,1202042616,60,116.40618,39.85591,60,51,1202042879,51,116.39418,39.86633,51
37,1202042649,37,116.46474,39.95888,37,37,1202042692,37,116.46703,39.95896,37
37,1202042692,37,116.46703,39.95896,37,37,1202042951,37,116.46159,39.95686,37
41,1202042409,41,116.28226,39.92127,41,41,1202042709,41,116.28229,39.92128,41
59,1202042635,59,116.38117,39.85576,59,58,1202042937,58,116.3289,39.84788,58
35,1202042471,35,116.3555,39.94506,35,35,1202042640,35,116.35405,39.94381,35
35,1202042640,35,116.35405,39.94381,35,35,1202042773,35,116.34977,39.94262,35
45,1202042623,45,116.45582,39.92098,45,44,1202042910,44,116.44424,39.92442,44
36,1202042434,36,116.39693,39.97344,36,36,1202042734,36,116.39673,39.97353,36
36,1202042523,36,116.44044,39.94968,36,36,1202042825,36,116.43343,39.95754,36
59,1202042414,59,116.35187,39.84453,59,59,1202042547,59,116.34829,39.84199,59
59,1202042547,59,116.34829,39.84199,59,59,1202042716,59,116.34856,39.84174,59
43,1202042561,43,116.36648,39.90581,43,43,1202042634,43,116.37085,39.90581,43
43,1202042634,43,116.37085,39.90581,43,43,1202042742,43,116.3738,39.90585,43
27,1202042403,27,116.37861,39.99419,27,27,1202042703,27,116.37863,39.99417,27
49,1202042601,49,116.27237,39.89915,49,49,1202042608,49,116.2725,39.89911,49
49,1202042608,49,116.2725,39.89911,49,49,1202042668,49,116.27281,39.89886,49
49,1202042668,49,116.27281,39.89886,49,49,1202042869,49,116.2756,39.89902,49
