59,1202066727,59,116.3778,39.83256,59,59,1202067029,59,116.37776,39.83253,59
44,1202066864,44,116.41073,39.92768,44,44,1202067166,44,116.41049,39.92756,44
34,1202066818,34,116.3458,39.9403,34,43,1202067118,43,116.35326,39.9353,43
27,1202066789,27,116.39612,39.99116,27,28,1202067089,28,116.39627,39.99134,28
41,1202066835,41,116.2573,39.91873,41,41,1202066835,41,116.2573,39.91873,41
41,1202066835,41,116.2573,39.91873,41,41,1202067135,41,116.2573,39.91873,41
36,1202066733,36,116.39693,39.97344,36,36,1202067044,36,116.39688,39.97344,36
43,1202066818,43,116.35947,39.93674,43,43,1202067120,43,116.35949,39.93669,43
27,1202066702,27,116.37665,39.98796,27,27,1202067002,27,116.37656,39.98801,27
59,1202066789,59,116.3942,39.8397,59,59,1202067089,59,116.39084,39.84063,59
50,1202066968,50,116.34459,39.87399,50,50,1202067268,50,116.34448,39.87407,50
30,1202066986,30,116.50173,39.9974,30,30,1202067287,30,116.50173,39.9974,30
52,1202066745,52,116.40305,39.86728,52,52,1202067045,52,116.40312,39.86729,52
35,1202066808,35,116.37795,39.96146,35,35,1202067108,35,116.37791,39.96148,35
45,1202066809,45,116.46983,39.93678,45,37,1202067464,37,116.48007,39.96043,37
45,1202066758,45,116.46484,39.91238,45,45,1202067060,45,116.46488,39.91227,45
53,1202066733,53,116.45352,39.88926,53,53,1202067035,53,116.45358,39.88929,53
38,1202066811,38,116.51324,39.97222,38,38,1202067113,38,116.51325,39.97221,38
26,1202066711,26,116.33349,39.99938,26,26,1202066826,26,116.33355,40.00258,26
26,1202066826,26,116.33355,40.00258,26,26,1202066948,26,116.3356,40.00624,26
26,1202066948,26,116.3356,40.00624,26,26,1202067978,26,116.33072,39.99168,26
58,1202066968,58,116.32045,39.85853,58,58,1202067270,58,116.32044,39.85852,58
35,1202066881,35,116.37923,39.96793,35,35,1202067181,35,116.3795,39.96799,35
30,1202066811,30,116.50166,40.00662,30,30,1202066984,30,116.50166,40.00662,30
30,1202066984,30,116.50166,40.00662,30,30,1202067113,30,116.50166,40.00662,30
43,1202066741,43,116.37657,39.90472,43,43,1202066794,43,116.37368,39.90285,43
43,1202066794,43,116.37368,39.90285,43,43,1202066804,43,116.37235,39.90282,43
43,1202066804,43,116.37235,39.90282,43,51,1202066884,51,116.372,39.90095,51
51,1202066884,51,116.372,39.90095,51,51,1202066995,51,116.36762,39.89847,51
51,1202066995,51,116.36762,39.89847,51,51,1202067045,51,116.36117,39.89826,51
45,1202066837,45,116.47316,39.91906,45,45,1202066837,45,116.47316,39.91906,45
45,1202066837,45,116.47316,39.91906,45,45,1202067137,45,116.47319,39.91901,45
43,1202066808,43,116.37516,39.91542,43,43,1202067110,43,116.37516,39.91545,43
62,1202066777,62,116.50039,39.8662,62,62,1202067077,62,116.50039,39.86619,62
38,1202066943,38,116.50695,39.93915,38,38,1202067243,38,116.50694,39.93914,38
53,1202066769,53,116.46259,39.88168,53,53,1202066770,53,116.46259,39.88169,53
53,1202066770,53,116.46259,39.88169,53,53,1202067032,53,116.46238,39.88159,53
