59,1202059178,59,116.3778,39.83251,59,59,1202059480,59,116.37777,39.83245,59
37,1202058974,37,116.45309,39.95282,37,37,1202058990,37,116.45304,39.95287,37
37,1202058990,37,116.45304,39.95287,37,37,1202059291,37,116.46215,39.96044,37
1,1202059045,1,116.29465,40.09117,1,1,1202059137,1,116.28178,40.10697,1
1,1202059137,1,116.28178,40.10697,1,1,1202059196,1,116.27061,40.11486,1
36,1202059109,36,116.40848,39.95568,36,36,1202059411,36,116.40857,39.9558,36
44,1202059014,44,116.41082,39.92748,44,44,1202059316,44,116.41083,39.92746,44
50,1202058992,50,116.33021,39.87429,50,58,1202059292,58,116.34035,39.85105,58
45,1202058990,45,116.4515,39.9142,45,45,1202059290,45,116.45147,39.91412,45
45,1202059116,45,116.45579,39.93457,45,45,1202059130,45,116.45572,39.93679,45
45,1202059130,45,116.45572,39.93679,45,37,1202059417,37,116.47827,39.95514,37
41,1202059036,41,116.2573,39.91864,41,41,1202059336,41,116.25731,39.91867,41
51,1202058918,51,116.37408,39.86935,51,58,1202059220,58,116.33506,39.861,58
36,1202058934,36,116.39677,39.97334,36,36,1202059234,36,116.3968,39.97337,36
43,1202058967,43,116.35948,39.93673,43,43,1202059269,43,116.35949,39.93666,43
22,1202058922,22,116.50709,40.04087,22,14,1202059224,14,116.53462,40.053,14
27,1202058902,27,116.37667,39.98777,27,27,1202059202,27,116.37672,39.98769,27
52,1202058959,52,116.40579,39.89919,52,44,1202059259,44,116.40197,39.91396,44
50,1202059169,50,116.34435,39.87406,50,50,1202059469,50,116.34421,39.87685,50
30,1202059141,30,116.50174,39.99742,30,30,1202059443,30,116.50174,39.99742,30
52,1202058945,52,116.40311,39.86719,52,52,1202059545,52,116.40306,39.86726,52
52,1202059150,52,116.4156,39.9012,52,44,1202059452,44,116.42593,39.9069,44
35,1202059009,35,116.37788,39.96139,35,35,1202059009,35,116.37788,39.96139,35
35,1202059009,35,116.37788,39.96139,35,35,1202059309,35,116.37787,39.96137,35
52,1202059080,52,116.4447,39.8713,52,52,1202059119,52,116.44473,39.87468,52
52,1202059119,52,116.44473,39.87468,52,52,1202059119,52,116.44473,39.87468,52
52,1202059119,52,116.44473,39.87468,52,53,1202059280,53,116.44983,39.87983,53
45,1202058908,45,116.46484,39.91211,45,45,1202059210,45,116.47195,39.91269,45
53,1202059185,53,116.45363,39.88918,53,53,1202059487,53,116.4537,39.88921,53
38,1202058960,38,116.51322,39.97216,38,38,1202059262,38,116.51322,39.97219,38
50,1202058984,50,116.3358,39.87668,50,50,1202059171,50,116.335,39.88824,50
50,1202059171,50,116.335,39.88824,50,50,1202059286,50,116.34404,39.88664,50
44,1202058920,44,116.4203,39.91442,44,44,1202059125,44,116.4206,39.90415,44
44,1202059125,44,116.4206,39.90415,44,52,1202059221,52,116.41642,39.90199,52
42,1202058952,42,116.31522,39.90433,42,42,1202058969,42,116.31529,39.90602,42
42,1202058969,42,116.31529,39.90602,42,42,1202059257,42,116.31829,39.90622,42
58,1202059063,58,116.32998,39.85704,58,58,1202059365,58,116.32998,39.85701,58
35,1202059081,35,116.37957,39.96781,35,35,1202059381,35,116.3794,39.96799,35
30,1202058968,30,116.50166,40.0066,30,30,1202059141,30,116.50166,40.0066,30
30,1202059141,30,116.50166,40.0066,30,30,1202059270,30,116.50166,40.0066,30
44,1202058950,44,116.41846,39.91402,44,44,1202059006,44,116.41846,39.91402,44
44,1202059006,44,116.41846,39.91402,44,44,1202059006,44,116.41846,39.91402,44
44,1202059006,44,116.41846,39.91402,44,44,1202059011,44,116.41846,39.91402,44
44,1202059011,44,116.41846,39.91402,44,44,1202059011,44,116.41846,39.91402,44
44,1202059011,44,116.41846,39.91402,44,44,1202059242,44,116.41846,39.91402,44
45,1202059037,45,116.47307,39.91901,45,45,1202059337,45,116.47311,39.91898,45
43,1202058958,43,116.37511,39.91544,43,43,1202059259,43,116.37512,39.91545,43
62,1202058977,62,116.50032,39.86604,62,62,1202059277,62,116.50041,39.86616,62
38,1202059144,38,116.50688,39.93907,38,38,1202059444,38,116.50688,39.93907,38
53,1202058919,53,116.46196,39.88159,53,53,1202059060,53,116.46207,39.88161,53
53,1202059060,53,116.46207,39.88161,53,53,1202059198,53,116.46216,39.88145,53
53,1202059198,53,116.46216,39.88145,53,53,1202059201,53,116.46215,39.88145,53
43,1202058931,43,116.3777,39.9059,43,43,1202059122,43,116.35311,39.90589,43
43,1202059122,43,116.35311,39.90589,43,42,1202059233,42,116.33433,39.90624,42
43,1202059031,43,116.36993,39.93275,43,43,1202059331,43,116.36986,39.93264,43
42,1202058976,42,116.33947,39.93719,42,34,1202059278,34,116.34619,39.93918,34
53,1202058949,53,116.45617,39.88469,53,53,1202059249,53,116.45617,39.8846,53
27,1202059179,27,116.3732,39.99284,27,27,1202059479,27,116.3729,39.99285,27
12,1202059100,12,116.43501,40.07225,12,12,1202059400,12,116.43501,40.07221,12
58,1202059026,58,116.31427,39.85684,58,58,1202059326,58,116.31427,39.85684,58
43,1202058977,43,116.34807,39.93099,43,35,1202059277,35,116.38764,39.94749,35
57,1202059080,57,116.29138,39.83246,57,57,1202059382,57,116.29624,39.83099,57
19,1202059181,19,116.35648,40.01333,19,19,1202060722,19,116.3564,40.01337,19
29,1202059023,29,116.47005,39.98005,29,29,1202059045,29,116.47177,39.9787,29
29,1202059045,29,116.47177,39.9787,29,36,1202059325,36,116.4422,39.95676,36
46,1202058905,46,116.50679,39.92198,46,46,1202058933,46,116.50054,39.92193,46
46,1202058933,46,116.50054,39.92193,46,45,1202059197,45,116.47263,39.92698,45
45,1202059197,45,116.47263,39.92698,45,45,1202059235,45,116.47191,39.92668,45
15,1202059026,15,116.5725,40.06318,15,15,1202059328,15,116.54949,40.06426,15
37,1202059029,37,116.48976,39.97041,37,37,1202059442,37,116.48972,39.9705,37
52,1202059005,52,116.43881,39.8984,52,52,1202059005,52,116.43881,39.8984,52
52,1202059005,52,116.43881,39.8984,52,52,1202059306,52,116.43883,39.89843,52
9,1202058965,9,116.27645,40.04989,9,9,1202058965,9,116.27645,40.04989,9
9,1202058965,9,116.27645,40.04989,9,9,1202059186,9,116.25573,40.05112,9
9,1202059186,9,116.25573,40.05112,9,9,1202059493,9,116.25574,40.0512,9
51,1202059044,51,116.37186,39.88799,51,51,1202059057,51,116.36974,39.888,51
51,1202059057,51,116.36974,39.888,51,51,1202059319,51,116.35398,39.89081,51
46,1202059134,46,116.49596,39.9345,46,37,1202059436,37,116.48398,39.94571,37
36,1202059122,36,116.4146,39.95564,36,36,1202059422,36,116.41448,39.95554,36
52,1202059024,52,116.41304,39.88589,52,52,1202059325,52,116.42159,39.89211,52
29,1202058939,29,116.46743,39.99425,29,29,1202059240,29,116.46741,39.99427,29
52,1202058963,52,116.40407,39.87191,52,52,1202059263,52,116.40407,39.87194,52
