45,1202062730,45,116.45538,39.90689,45,46,1202063031,46,116.51562,39.90689,46
44,1202062637,44,116.4109,39.92756,44,44,1202062939,44,116.41077,39.92754,44
50,1202062749,50,116.31353,39.89572,50,50,1202063050,50,116.31353,39.89572,50
43,1202062589,43,116.36053,39.92253,43,43,1202062889,43,116.35965,39.9244,43
41,1202062635,41,116.25734,39.91873,41,41,1202062935,41,116.25734,39.91869,41
36,1202062533,36,116.39684,39.97341,36,36,1202062833,36,116.39689,39.97339,36
43,1202062591,43,116.35958,39.93679,43,43,1202062893,43,116.35965,39.93676,43
27,1202062502,27,116.3767,39.98784,27,27,1202062802,27,116.37674,39.98807,27
28,1202062613,28,116.40184,40.00131,28,28,1202062913,28,116.40202,40.00157,28
50,1202062769,50,116.34734,39.89692,50,34,1202063369,34,116.33268,39.96945,34
59,1202062602,59,116.37525,39.84438,59,59,1202062671,59,116.38068,39.84768,59
59,1202062671,59,116.38068,39.84768,59,60,1202063031,60,116.44185,39.85772,60
34,1202062773,34,116.31169,39.97439,34,34,1202062773,34,116.31169,39.97439,34
34,1202062773,34,116.31169,39.97439,34,26,1202063075,26,116.30659,39.98431,26
35,1202062609,35,116.37793,39.96165,35,35,1202062909,35,116.3779,39.96148,35
44,1202062584,44,116.41887,39.90798,44,44,1202062593,44,116.41898,39.90847,44
44,1202062593,44,116.41898,39.90847,44,44,1202062605,44,116.419,39.90858,44
44,1202062605,44,116.419,39.90858,44,44,1202062668,44,116.41198,39.90703,44
44,1202062668,44,116.41198,39.90703,44,44,1202062882,44,116.40033,39.91373,44
45,1202062531,45,116.46483,39.9122,45,45,1202062833,45,116.46507,39.91253,45
53,1202062506,53,116.45354,39.88927,53,53,1202062808,53,116.45351,39.88918,53
38,1202062584,38,116.51326,39.9722,38,38,1202062885,38,116.51325,39.97219,38
26,1202062604,26,116.32722,39.98122,26,26,1202062791,26,116.33025,39.9751,26
26,1202062791,26,116.33025,39.9751,26,26,1202062906,26,116.33945,39.97516,26
58,1202062741,58,116.32328,39.85769,58,58,1202063043,58,116.32331,39.85773,58
35,1202062681,35,116.37882,39.96728,35,35,1202062981,35,116.3795,39.96794,35
30,1202062588,30,116.50166,40.00662,30,30,1202062761,30,116.50166,40.00662,30
30,1202062761,30,116.50166,40.00662,30,30,1202062890,30,116.50166,40.00662,30
44,1202062571,44,116.41909,39.91433,44,44,1202062621,44,116.41904,39.91429,44
44,1202062621,44,116.41904,39.91429,44,44,1202062671,44,116.41904,39.91429,44
44,1202062671,44,116.41904,39.91429,44,44,1202062872,44,116.41906,39.91427,44
45,1202062637,45,116.47304,39.91892,45,45,1202062937,45,116.47304,39.91896,45
43,1202062581,43,116.3751,39.91543,43,43,1202062883,43,116.37518,39.91542,43
62,1202062577,62,116.50049,39.86619,62,62,1202062877,62,116.50047,39.86619,62
38,1202062743,38,116.50687,39.93906,38,38,1202063043,38,116.50687,39.93906,38
53,1202062543,53,116.46239,39.88173,53,53,1202062643,53,116.46235,39.88178,53
53,1202062643,53,116.46235,39.88178,53,53,1202062845,53,116.46219,39.88163,53
35,1202062551,35,116.39317,39.96724,35,36,1202062741,36,116.41058,39.97021,36
36,1202062741,36,116.41058,39.97021,36,36,1202062853,36,116.41474,39.9676,36
43,1202062631,43,116.36967,39.93253,43,43,1202062931,43,116.36964,39.93263,43
27,1202062598,27,116.35856,39.99936,27,27,1202062899,27,116.36285,39.99152,27
53,1202062549,53,116.45619,39.88455,53,53,1202062849,53,116.45597,39.88455,53
45,1202062771,45,116.46635,39.93324,45,45,1202063071,45,116.49285,39.9339,45
12,1202062687,12,116.43532,40.07297,12,12,1202063000,12,116.4349,40.07268,12
58,1202062625,58,116.31427,39.85683,58,58,1202062925,58,116.31427,39.85683,58
36,1202062577,36,116.41182,39.96374,36,36,1202062877,36,116.4105,39.94089,36
57,1202062702,57,116.27789,39.83736,57,57,1202063011,57,116.28026,39.84816,57
19,1202062534,19,116.35646,40.01334,19,19,1202062836,19,116.35645,40.01332,19
45,1202062642,45,116.47526,39.9144,45,45,1202062664,45,116.47267,39.91439,45
45,1202062664,45,116.47267,39.91439,45,45,1202062944,45,116.48294,39.91425,45
45,1202062772,45,116.47528,39.91415,45,46,1202063074,46,116.49936,39.91464,46
44,1202062585,44,116.39727,39.91381,44,43,1202062887,43,116.37168,39.90595,43
52,1202062606,52,116.43827,39.89815,52,52,1202062906,52,116.43893,39.89867,52
37,1202062783,37,116.49051,39.95118,37,37,1202062783,37,116.49051,39.95118,37
37,1202062783,37,116.49051,39.95118,37,37,1202062917,37,116.49049,39.95114,37
53,1202062645,53,116.44536,39.88877,53,53,1202087827,53,116.44538,39.88875,53
52,1202062563,52,116.40412,39.87212,52,52,1202062863,52,116.40415,39.87213,52
50,1202062748,50,116.34311,39.87729,50,50,1202062809,50,116.34274,39.88738,50
28,1202062510,28,116.4181,39.97878,28,36,1202062746,36,116.41454,39.96074,36
36,1202062746,36,116.41454,39.96074,36,36,1202062812,36,116.4083,39.96067,36
43,1202062678,43,116.38673,39.9322,43,43,1202062980,43,116.38545,39.93215,43
50,1202062764,50,116.31382,39.89528,50,50,1202063064,50,116.31413,39.89498,50
44,1202062606,44,116.44277,39.90717,44,44,1202062906,44,116.40557,39.90677,44
50,1202062604,50,116.31358,39.89504,50,50,1202062904,50,116.31358,39.89504,50
50,1202062641,50,116.31962,39.88575,50,50,1202062940,50,116.31955,39.88575,50
59,1202062774,59,116.38085,39.85905,59,59,1202062774,59,116.38085,39.85905,59
59,1202062774,59,116.38085,39.85905,59,59,1202063076,59,116.38092,39.85905,59
37,1202062578,37,116.46971,39.96611,37,37,1202062596,37,116.46897,39.9666,37
37,1202062596,37,116.46897,39.9666,37,37,1202062879,37,116.46205,39.95205,37
28,1202062532,28,116.40139,39.98599,28,28,1202062565,28,116.40141,39.98916,28
28,1202062565,28,116.40141,39.98916,28,28,1202062834,28,116.40316,40.00433,28
50,1202062741,50,116.33132,39.89717,50,50,1202063041,50,116.33132,39.89717,50
37,1202062542,37,116.48107,39.95637,37,37,1202062670,37,116.48468,39.95653,37
37,1202062670,37,116.48468,39.95653,37,37,1202062697,37,116.48403,39.95765,37
37,1202062697,37,116.48403,39.95765,37,45,1202063006,45,116.48058,39.90705,45
21,1202062647,21,116.45943,40.01147,21,29,1202062875,29,116.46096,40.01052,29
34,1202062624,34,116.31221,39.97495,34,25,1202062924,25,116.29007,39.98291,25
52,1202062774,52,116.43848,39.88835,52,52,1202062774,52,116.43848,39.88835,52
52,1202062774,52,116.43848,39.88835,52,44,1202062984,44,116.42933,39.91147,44
42,1202062601,42,116.30974,39.93112,42,42,1202062776,42,116.31967,39.93097,42
42,1202062776,42,116.31967,39.93097,42,42,1202062776,42,116.31967,39.93097,42
42,1202062776,42,116.31967,39.93097,42,42,1202062903,42,116.31968,39.93698,42
46,1202062679,46,116.52528,39.90863,46,46,1202062790,46,116.51432,39.90718,46
46,1202062790,46,116.51432,39.90718,46,45,1202062981,45,116.48825,39.90741,45
60,1202062798,60,116.41225,39.8594,60,60,1202063098,60,116.41229,39.85953,60
50,1202062694,50,116.34047,39.88691,50,50,1202062994,50,116.3405,39.88686,50
27,1202062668,27,116.36308,39.98797,27,27,1202062968,27,116.36224,39.98577,27
29,1202062779,29,116.48131,39.99461,29,29,1202062779,29,116.48131,39.99461,29
29,1202062779,29,116.48131,39.99461,29,29,1202063081,29,116.48177,39.99482,29
42,1202062678,42,116.34739,39.91122,42,42,1202062978,42,116.3474,39.91123,42
30,1202062531,30,116.50567,40.01039,30,30,1202062831,30,116.5057,40.01064,30
61,1202062725,61,116.44786,39.85215,61,61,1202063025,61,116.44766,39.85204,61
4,1202062683,4,116.42738,40.10038,4,4,1202062983,4,116.42984,40.10343,4
